tok,weight
('a', 'hanamachi'),-2.0
('Kannagi', 'include'),-3.0
('Sorin', 'refers'),0.0
('1922', '-'),2.0
('Prince', 'in'),-1.0
('Narichika', '('),1.0
('Head', 'temple'),0.0
(')', 'ODA'),1.0
('trees', 'as'),-1.0
('Ietoki', 'ASHIKAGA'),0.0
('Yanaizu', 'Town'),-4.0
('monuments', ','),0.0
('the', 'statute'),-1.0
('short', 'celebratory'),-2.0
('Princess', 'Masako'),2.0
('Spring', 'and'),-2.0
('precincts', 'which'),2.0
infatuated,-1.0
('The', 'Tale'),180.0
Shito,0.0
('ANEKOJI', ':'),0.0
('called', 'Eka'),6.0
('(', 'guard'),0.0
('Japanese', 'picture'),-4.0
full,-10.0
('Ukyo', 'Shi'),0.0
manors,-6.0
Kamo-wakeikazuchi-jinja,0.0
('Japanese-language', 'dictionary'),-2.0
('(', 'Fujitaka'),1.0
Japanese-language,-2.0
Saiguryo,-1.0
('writes', ';'),0.0
('a', 'Ninjya'),-2.0
('(', 'third'),-2.0
('performance', 'or'),0.0
('Affair', 'was'),0.0
('part', '('),0.0
('in', 'Kai'),0.0
bargeboard,0.0
('kesshi', 'hachidai'),3.0
('fujo', ')'),-3.0
('Waka-dokoro', '('),4.0
hearth,0.0
Inukami-gun,0.0
(',', 'Jujo'),-1.0
('period', 'written'),0.0
katata,0.0
('"', 'Senko'),-1.0
('in', 'Saiin-imayamada-cho'),-1.0
('imperial', 'princess'),2.0
(',', 'dogo'),-1.0
Hozo,0.0
('like', 'to'),0.0
('samurai', 'including'),-1.0
('Kyoto', 'Main'),0.0
('and', 'shrines'),-12.0
('technique', 'in'),0.0
('portion', 'among'),0.0
('called', 'Yamashina-oiwake'),-5.0
('ethicist', ','),2.0
Giho,0.0
('(', 'records'),1.0
('in', 'Uzumasa-morigamae-cho'),0.0
(',', '1475'),1.0
('Terusuke', 'HINO'),1.0
Isatsu-gawa,-1.0
('the', 'area'),-17.0
('practicing', 'Zen'),0.0
('affairs', 'by'),0.0
('chigyo-kokushu', '('),-1.0
('monarch', '('),5.0
('mochi', 'is'),0.0
535,1.0
('"', 'Miyako'),0.0
('(', '1281'),3.0
('Japanese', 'Emperors'),-3.0
('MOTOORI', '('),0.0
('alternatively', 'called'),1.0
('means', 'fugitives'),0.0
Togai,1.0
('Shui', 'wakashu'),4.0
('-', '1587'),0.0
('no', 'Mami'),0.0
Sotsuhiko,0.0
('long', 'screen'),0.0
('Tenpu', ')'),-1.0
Senshi,0.0
('candy-wrap-shaped', 'tumulus'),-1.0
execution,-5.0
insho,-1.0
('of', 'Kasuga-Taisha'),-1.0
('Yokohama', 'City'),-2.0
('forces', 'of'),-3.0
Kubo,1.0
('selected', 'corps'),13.0
('Kintomo', 'SAIONJI'),3.0
('conduct', 'Buddhist'),0.0
maple,0.0
('April', '5'),9.0
('official', 'duties'),-3.0
('as', '袋竹刀'),-1.0
('Songyu', '('),1.0
('in', '1900'),0.0
('which', 'located'),0.0
('the', 'temples'),5.0
('highest', 'managerial'),1.0
recognized,-1.0
(')', 'active'),3.0
('&#91;', 'i.e.'),0.0
("'s", 'Nyogo'),0.0
('by', 'family'),0.0
('in', 'wearing'),0.0
("'", 'It'),0.0
Tsuratane,1.0
('Shinatsuhiko', 'is'),-1.0
('winter', 'solstice'),0.0
bestiary,-2.0
('burglars', ')'),0.0
('large-scale', 'Goma'),-3.0
threatening,0.0
('including', 'daimyo'),-1.0
('Bunroku', 'era'),-2.0
('a', 'stationery'),-1.0
('examples', 'of'),8.0
('short', 'for'),0.0
('stone', 'tool'),-4.0
्,-4.0
replacements,-2.0
('(', '1509-December'),3.0
gruel,0.0
('was', 'Ryoge'),-2.0
('Japanese', 'culinary'),0.0
sin,0.0
('among', 'Suijin'),0.0
reproduced,-1.0
1350,-6.0
('Ganjiro', 'NAKAMURA'),5.0
Nagatsuji-dori,0.0
('Numakuma', 'Peninsula'),-1.0
('Northern', 'Sung'),4.0
Ebara,0.0
('Kunitane', 'Inada'),-1.0
('An', 'important'),0.0
('(', 'health'),-1.0
('section', 'between'),-3.0
('Prince', 'Naniwa'),1.0
('as', 'red'),0.0
('presented', 'food'),0.0
skewers,-2.0
('doctrines', 'which'),-3.0
('no', 'Morito'),0.0
Yukisada,1.0
('painters', 'during'),-1.0
('the', 'nobilities'),0.0
('Kanbun', 'era'),-1.0
('Hogen', 'Monogatari'),2.0
bad,0.0
('Takasaki', 'Domain'),0.0
('two', 'swords'),-1.0
('manners', 'such'),0.0
('Tori', 'was'),-2.0
('–', 'Kansei'),-3.0
('of', 'what'),2.0
('of', 'cheerleading'),0.0
('966', 'persons'),-1.0
('Nanzen-ji-fukuchi-cho', ','),-1.0
('Sadaaki', 'MATSUDAIRA'),-2.0
('hell', '('),0.0
('御諸山', '"'),-1.0
('Thousand', 'Leaves'),1.0
discovered,-2.0
('physical', 'scientist'),1.0
('a', 'commendation'),-1.0
('performed', 'quality'),-2.0
920,2.0
pervasive,0.0
earthquakes,0.0
ninety-fourth,0.0
('"', 'zokkyoku'),0.0
('Ugayafukiaezu', 'is'),0.0
ryoshu,-8.0
('Gokenin', '('),5.0
('spots', 'of'),0.0
('mixing', 'and'),-1.0
('those', 'circulated'),-6.0
('(', 'private'),-12.0
(',', 'peer'),2.0
floated,-1.0
('"', 'yuzu'),-1.0
('no', 'Kokimi'),0.0
Murakami,-1.0
('utensils', 'used'),-4.0
(',', 'Uji-sadaijin'),2.0
pool,0.0
support,-9.0
('late-Kamakura', 'period'),0.0
firmly,3.0
Goshui,3.0
('Manaita', ')'),-1.0
('shogunate', 'in'),10.0
('Yawata-maki', 'is'),-2.0
('waterfowls', 'forming'),-2.0
('class', 'of'),-6.0
('figure', 'consisting'),0.0
adore,0.0
flowers,-5.0
('"', 'revenge'),0.0
('Gun', ','),-4.0
high-ranking,-19.0
Michikatsu,0.0
('who', 'vocationally'),0.0
('Shijo', 'Town'),0.0
('is', 'lodged'),0.0
('January', '15th'),-2.0
henge,-2.0
Kashiwagi,3.0
('(', '1212'),0.0
merits,-5.0
1392,2.0
bracer,-1.0
('translated', 'from'),-2.0
('Saicho', '.'),0.0
('no', 'Oda'),1.0
('Tosazu', 'is'),-1.0
},-3.0
('Nobuyuki', 'NAKAJIMA'),1.0
('a', 'salon'),-1.0
('distinguished', 'family'),-1.0
('Osaka', 'no'),-2.0
('to', 'repeat'),0.0
('grants', 'to'),0.0
('no', 'Asatsuna'),0.0
('of', 'garden'),-2.0
('shoshi', ')'),-2.0
('Engi', 'no'),-3.0
mound,-5.0
('Infobox', 'Buddhist'),-1.0
('improve', 'preservation'),-1.0
Oeo,2.0
('system', '('),-61.0
('Kudara-ji', 'Temple'),0.0
('kokuso', 'kamuyogoto'),4.0
('for', 'transporting'),0.0
Banzan,0.0
('the', 'ultimate'),-2.0
('include', 'many'),0.0
('a', 'percussion'),0.0
('the', 'name'),-17.0
('1102', '~'),2.0
duties,-14.0
('the', 'Takahashi'),-1.0
('(', 'Hidekazu'),1.0
('is', 'Prefectural'),-1.0
('Kanju', '('),1.0
Shibajaku,2.0
('country', 'and'),-1.0
tourist,0.0
('and', 'adding'),0.0
('Shinwa', '('),1.0
('IWAKURA', '.'),3.0
('expression', 'for'),0.0
783-September,0.0
('system', 'with'),5.0
('1287', ')'),2.0
Sowa,1.0
('Shinaga', 'kokuzo'),-3.0
kassen,-9.0
('souls', '('),0.0
(')', 'added'),0.0
('1760', '-'),3.0
('administration', 'system'),-2.0
Shofu,2.0
('Gyoe', '('),1.0
('to', 'Kyoto'),1.0
(',', '1630'),2.0
('Iizuna-gongen', ')'),0.0
('revenue', 'during'),0.0
('Junior', 'Fourth'),-4.0
('sosaishoku', '('),0.0
Monshu,1.0
occupying,-19.0
('state', '&#93;'),-2.0
('1127', '('),1.0
('the', 'Shogunate'),-2.0
('eggs', 'and'),0.0
('deputies', ')'),3.0
('from', 'Kyushu'),-1.0
('rakugo', ','),0.0
('The', 'drum'),0.0
(',', 'peeled'),0.0
('a', 'phenomenon'),0.0
('(', 'Glorious'),-4.0
('cabinet', ','),-2.0
earth,-3.0
('new', 'play'),0.0
Umekoji,0.0
('Norimura', 'AKAMATSU'),0.0
('and', 'solidifying'),-1.0
('in', 'Kasa'),0.0
Kamanari,0.0
('banned', 'by'),-2.0
('Donei', 'Eio'),2.0
Tomochika,1.0
('The', 'Isa-ha'),0.0
('recording', 'accurate'),0.0
('or', 'supernatural'),-1.0
('the', 'literati'),-3.0
1000-June,1.0
('and', 'trial'),0.0
('March', '11'),3.0
Yasuzane,1.0
Makiko,0.0
('"', 'Moro-haku'),0.0
pairs,0.0
1680,2.0
('a', 'persons'),0.0
paraded,0.0
July7,1.0
('Kasaidono', '('),2.0
("'", 'temple'),-1.0
Kyogen-kata,3.0
('reign', ','),4.0
Saidaiji,0.0
('his', 'mother'),1.0
Mitsunobu,3.0
('that', 'add'),0.0
~,5.0
('of', 'Hitachi'),-13.0
Shigeko,3.0
('of', 'Medicine'),-2.0
('humans', '.'),-2.0
('Kendo', 'KOZONE'),1.0
('by', 'Ippo'),-1.0
('season', 'in'),-1.0
('has', 'existed'),0.0
('Hakuin', 'Ekaku'),0.0
('to', 'which'),0.0
('in', 'Ezochi'),0.0
('itself', 'or'),-1.0
('ranks', 'outside'),0.0
daruma,0.0
('harvest', ','),-1.0
('approval', '/'),0.0
('to', 'In'),-1.0
('Settsu', 'City'),0.0
Shobo-ji,-2.0
('1550', ')'),2.0
('period', 'targeting'),-3.0
Jusandai-me,-3.0
('(', '1478'),0.0
('Gonijo', '('),0.0
('had', 'established'),-2.0
('Nitabe', 'no'),0.0
('SANJONISHI', '('),4.0
('odd-job', 'tasks'),0.0
('visiting', 'the'),-1.0
Shogoinnomiya,1.0
('-', '651'),0.0
('The', 'Mesuriyama'),0.0
('symbols', 'engraved'),0.0
('"', 'official'),-1.0
(',', '1242'),2.0
sakujo,0.0
('&#91;', 'myobo'),-2.0
(',', '4'),0.0
eito,-1.0
('He', 'reigned'),1.0
(',', '1955'),0.0
('in', 'Shinbun'),1.0
(',', '1802'),5.0
('KAWADA', '('),0.0
('a', 'Shogun'),2.0
Kuniyasu,0.0
prepared,-6.0
('policies', 'in'),-4.0
('or', 'mikotonori'),-3.0
('koji', 'malt'),-4.0
安曇磯良,-1.0
Dead,-2.0
('MONONOBE', 'no'),2.0
('215', 'B.C.'),0.0
('political', 'term'),-1.0
('Jinjuden', 'Hall'),-3.0
('Jogo', 'was'),0.0
('means', 'abstract'),-1.0
Yukata,0.0
('Sekke', '('),-2.0
('Suetsumuhana', '('),0.0
('state', 'as'),0.0
('MATSUDAIRA', ')'),1.0
('Suruga', 'city'),-1.0
('Soroku', 'Ebara'),0.0
('Kyoto', 'Intercollegiate'),-1.0
('fire', 'from'),-2.0
('contain', 'a'),0.0
Ryoto,-2.0
('Meiji', ','),-3.0
('401', '-'),0.0
5,87.0
('including', 'former'),-1.0
('accompany', 'a'),-1.0
('Kumano', 'Sanzan'),-3.0
('trusted', 'vassal'),0.0
('rice', 'steamed'),-1.0
('music', 'such'),0.0
('Imizu', 'City'),1.0
('stratified', 'land'),1.0
('Accomplishments', 'were'),-2.0
('Kingdom', 'written'),-1.0
('princes', 'were'),0.0
('so', 'as'),0.0
Gosashi-kofun,0.0
accordance,-1.0
('eboshi', '('),-3.0
('Kokusaikaikan', 'Station'),-2.0
('-', '977'),0.0
Desiccated,0.0
('1755-April', '19'),1.0
('cherry', 'blossoms'),0.0
('nine', 'months'),0.0
('hut', 'operated'),-1.0
households,-2.0
('Oe-yama', 'mountain'),-1.0
('lords', 'and'),-2.0
('heart-to-heart', 'communication'),0.0
('of', 'music'),-4.0
publications,0.0
('female', 'dancer'),0.0
('1250', ')'),1.0
('current', 'Koka'),0.0
('Sakuragi', 'Tayu'),1.0
('the', 'Shishinden'),-2.0
('station', 'of'),-1.0
earn,-1.0
Shimotsuki,0.0
(',', 'Kamakura'),-1.0
('Osaka', 'Kabukiza'),-3.0
page,-3.0
('back', 'gateway'),0.0
Seijun,0.0
Incendiary,0.0
candied,0.0
('Japanese', 'yokai'),-11.0
('Teiki', '"'),1.0
('round', 'rice'),-1.0
Sogamonogatari,1.0
('announced', 'once'),-2.0
('Obama', 'Line'),-1.0
(',', 'Kanshi'),0.0
('Koji', 'KIBE'),0.0
('tea', 'leaf'),-1.0
('is', 'drawn'),0.0
Jukan,0.0
('crests', 'or'),0.0
1667,3.0
('Higashiyama', 'Girls'),-1.0
('"', 'Gengibun'),-2.0
tail,0.0
('Nasu', 'originally'),-1.0
('January', '5'),4.0
('etc', '.'),-10.0
('by', 'Takehiko'),-1.0
('Daishin-ji', 'Temple'),0.0
('which', 'caused'),0.0
('peasant', 'uprising'),-2.0
('a', 'Shoshi'),1.0
(',', 'miso'),0.0
(',', 'consorts'),0.0
(',', 'literature'),0.0
('Disturbance', 'was'),-4.0
('Kurozumikyo', 'founder'),0.0
('indicating', 'a'),-5.0
('beef', 'or'),0.0
('shitsuji', '('),-1.0
interprets,-3.0
('wealthy', 'merchants'),0.0
('originated', 'by'),-1.0
('Association', 'for'),5.0
('Year', 'Preparations'),0.0
('supply', 'for'),0.0
('1702', '–'),1.0
Ubusuna,-1.0
('cases', '.'),0.0
('deity', 'worshipped'),-1.0
('Japanization', 'education'),-2.0
('is', 'toshoke'),-3.0
('the', 'summary'),0.0
('BOJO', '('),2.0
('accession', 'of'),4.0
('muhon', 'means'),-2.0
Shikiji,-1.0
('ballad', 'sung'),0.0
YAMANAKA,3.0
('Mingei', '('),2.0
('of', 'asura'),0.0
Koreyoshi,3.0
('its', 'ties'),-2.0
Kogo,7.0
('Hiruko', '('),-1.0
('Belonged', 'to'),0.0
('Shinano', 'Province'),-5.0
('have', 'ever'),2.0
Big,-1.0
('(', 'kokuzo'),-4.0
Fushimi,-30.0
yagura,-3.0
(',', 'ethicist'),2.0
Ingakyo,0.0
('Omuro', 'Komatsuno-cho'),-1.0
('seaweed', ')'),-4.0
('at', 'drinking'),4.0
('Dangiku', 'jiji'),-2.0
mothers,0.0
('nation', 'by'),-1.0
('Shokei', ')'),-4.0
('usually', 'takes'),0.0
('and', 'composer'),-5.0
('old', 'books'),-2.0
('Niinomi', '('),0.0
('Empire', 'of'),-23.0
('movement', 'broke'),0.0
('Besshufusensho', 'is'),-1.0
('brush', 'traces'),-2.0
('rom', 'January'),0.0
('Kudai', 'Meika'),-1.0
kaidan,0.0
('1829', '.'),-2.0
(',', '891'),3.0
元命,1.0
('1151-1216', ')'),0.0
('the', 'evil'),-1.0
KOBORI,0.0
Sanpokojin,0.0
('of', 'coins'),0.0
Kogeki,0.0
('Zenaku', 'Ryoiki'),1.0
('in', 'Nichiren'),0.0
('(', '1260'),2.0
Running,1.0
('called', 'Sumiya'),-1.0
('old', 'at'),0.0
bodhisattvas,0.0
('the', 'Kamakuar'),0.0
Hidejiro,0.0
Tsusai,0.0
('or', 'areas'),0.0
('coming', 'from'),0.0
('Tobakaido', 'Station'),0.0
('of', 'Zashikikazari'),0.0
('December', '25'),6.0
Jinsai,2.0
('headman', 'of'),-3.0
('statues', 'of'),-2.0
Okimi,10.0
Framework,-1.0
('corps', ')'),-1.0
('poem', 'written'),1.0
appreciation,-3.0
('century', 'in'),-13.0
('Zaichi', 'ryoshu'),0.0
('Motoyuki', 'NIKAIDO'),1.0
('Yorisada', '('),0.0
('one', 'style'),-4.0
('Kyoto', 'Museum'),0.0
Shonii,-18.0
('commander', 'at'),0.0
('Legend', 'of'),-1.0
('the', 'Shishuzanmai'),0.0
('(', '1114-1162'),0.0
('for', 'newborns'),0.0
Saishin,0.0
('chinaware', '.'),0.0
('lines', ','),0.0
('in', 'Yamato-no-kuni'),-4.0
('festivals', 'at'),0.0
riverside,-2.0
('eighth', 'chief'),13.0
('shogunal', 'deputies'),3.0
('Buddha', 'such'),0.0
('1559', ')'),2.0
('KANDA', '('),0.0
('In', 'modern'),0.0
('controlling', 'religion'),-2.0
('performs', 'the'),-4.0
('with', 'bean'),0.0
Hoke-kyo,-4.0
('that', 'Shochiku'),-2.0
('"', 'うつほ物語'),4.0
('consists', 'of'),-10.0
('their', 'hands'),0.0
(',', 'becoming'),1.0
('of', 'divination'),0.0
(',', '1727'),0.0
('fifty-ninth', 'Japanese'),0.0
('or', '升席'),0.0
('in', 'Yokosuka'),-2.0
('manhood', ')'),-2.0
('mostly', 'cracking'),0.0
('tai', 'hou'),5.0
('between', 'Yayoi'),-2.0
Ichizo,4.0
('the', 'Kamoji'),-1.0
('their', 'ancient'),0.0
('Ise-Taira', 'clan'),-3.0
('originated', 'independently'),0.0
size,-6.0
('no', 'Yoritoshi'),0.0
('been', 'a'),5.0
('two', 'incidents'),-1.0
Meitoku,1.0
('the', 'task'),0.0
Korekimi,0.0
('a', 'mound'),-1.0
('amitaayus', '('),-2.0
('is', 'thought'),3.0
('flavoring', 'agent'),0.0
('1809', '–'),0.0
('(', '悟り'),-1.0
Yoshiyori,1.0
('Japanese', 'Rangakusha'),1.0
slices,-1.0
('downfall', 'of'),0.0
('or', 'registered'),-1.0
Geihin-kan,-1.0
('continent', 'into'),-1.0
('Hosso', 'sect'),14.0
('1513-September', '16'),0.0
('of', 'haiku'),1.0
Korekazu,0.0
('or', 'shiruko'),-1.0
('House', ')'),-4.0
("'s", 'citizens'),-1.0
signifies,-1.0
('paramilitary', 'group'),-2.0
('Kashiwara', 'no'),2.0
Yuyadani,-1.0
('"', '1871'),-1.0
Myoha,0.0
('Natsumi', ','),-1.0
('1763', ')'),3.0
('森有禮', 'in'),1.0
('of', 'Ujitoyo'),2.0
Kokudaka,-1.0
('Emperor', 'Reizei'),7.0
Enshrined,0.0
('The', 'Shigetada'),-1.0
1828-November,1.0
('Okura-sho', '('),-1.0
('November', '22'),2.0
('Sect', 'considered'),0.0
('in', 'Nanto'),0.0
('water', '.'),-3.0
('Muromachi', 'bakufu'),-34.0
('21', 'head'),-1.0
('producers', 'of'),-2.0
('1074', '-'),0.0
('called', 'shohaku'),0.0
('Haibutsu-kishaku', '('),0.0
('debate', 'on'),0.0
('per', 'Emperor'),0.0
Narimasa,1.0
('reproducing', 'and'),-2.0
dome-shaped,-2.0
('Jofu', 'is'),0.0
('mixed', 'together'),0.0
('Toyohiwake', ')'),0.0
('Hayato', 'in'),-1.0
vehicles,0.0
('ever', 'been'),2.0
Kiyomichi,1.0
('Otsu', 'domain'),0.0
('former', 'emperor'),4.0
('to', 'either'),-2.0
('ritual', 'to'),4.0
1736-September,1.0
('right', 'executed'),0.0
('nisoku', '('),-1.0
('divisions', ','),-1.0
('Komyo', '('),0.0
Matsushima,4.0
('rimu', ')'),-1.0
('no', 'Hoakari'),-1.0
('port', '.'),0.0
('sakujo', ','),0.0
('119th', 'Emperor'),3.0
Saneshige,0.0
('groups', ','),-1.0
('in', 'Daigakuryo'),1.0
('(', 'Notes'),0.0
('minister', 'to'),0.0
('forces', 'comprised'),-1.0
('that', 'were'),-24.0
('consisting', 'of'),-20.0
Jiun,1.0
('advisor', ')'),0.0
('trends', 'during'),0.0
('small', 'stand'),-2.0
('major', 'lineage'),-1.0
('Japanese', 'myth'),18.0
('Kuichigai', 'Incident'),-2.0
1010,-2.0
('"', 'Miuchibito'),-1.0
('1894', 'through'),0.0
('north-south', 'running'),-2.0
NUKATA,0.0
('artisans', ')'),-1.0
('merchants', 'along'),0.0
('Togaki', '"'),0.0
('sangi', "'"),-1.0
('(', 'thirty-six'),-1.0
('the', 'merger'),-1.0
('Qing', 'Dynasty'),0.0
('413', ','),1.0
('about', '560'),1.0
('consisted', 'of'),-4.0
('is', 'shaped'),0.0
('Honji-suijaku', 'setsu'),-2.0
Yasuaki,0.0
Mokuami,-1.0
('KIKUCHI', '('),3.0
('Juntaro', 'TAKAHASHI'),0.0
('Asahigaoka', 'Junior'),-2.0
saddharmapundariika-suutra,0.0
(';', 'specifically'),-1.0
('hatsuho', 'is'),-1.0
('full', 'house'),-5.0
('KAJII', '.'),4.0
(')', 'Katamori'),-2.0
('his', 'son'),-1.0
Taga-cho,-1.0
('Fuchu', 'is'),0.0
Corporal,1.0
tabi,0.0
('Trees', '"'),0.0
('bestowed', 'with'),-1.0
('1607-May', '7'),0.0
Hoe,-1.0
('in', 'Musashi'),-2.0
('(', '1094-July'),0.0
('means', 'pictures'),-2.0
利家,0.0
('called', 'Takagakari'),-1.0
('FUJITA', ','),-2.0
('towns', 'during'),0.0
('these', 'were'),-3.0
('September', '1181'),-1.0
Kyoku,5.0
powerful,-6.0
('the', 'Sasayama'),3.0
('both', 'located'),0.0
('in', 'particular'),-2.0
('are', 'regular'),-1.0
('the', 'participant'),-1.0
Takamoto,0.0
('Nationalization', 'Act'),-1.0
('Yorinori', '('),1.0
('SODEOKA', 'Genbanosuke'),1.0
('materials', 'essential'),-2.0
('oban', "'"),0.0
grudge,0.0
('1562', '-'),2.0
('-', '1362'),0.0
Kikan,4.0
安倍氏,-4.0
(',', 'wisdom'),0.0
('konnyaku', ','),-2.0
('of', 'Cessation'),-2.0
('of', 'kana'),6.0
Anglo-Japanese,-1.0
('on', 'foot'),0.0
('cave', ')'),-1.0
Masako,12.0
('Sagano', 'Sight-seeing'),0.0
('Tree', ')'),0.0
manzai,-1.0
('KANAI', '('),0.0
('and', 'this'),-2.0
('temporary', 'relief'),0.0
('literature', 'of'),3.0
Bunzaburo,-1.0
('Osato', 'County'),-2.0
pursuing,3.0
('beaten', 'eggs'),0.0
('and', 'December'),-1.0
('priest', 'and'),16.0
('IJA', ')'),2.0
('falcon', '.'),0.0
('INPUMONIN', 'no'),0.0
('February', '17'),6.0
('boundary', 'between'),-7.0
('an', 'item'),0.0
('refers', 'either'),1.0
('administrative', 'ministry'),0.0
('Shimabara', '('),-1.0
('tumulus', 'period'),-2.0
('manor', '&#93;'),-2.0
('Sumoru-tera', '"'),-1.0
1522,5.0
Wakatakeni,-2.0
Kuramaikyuyo,0.0
Michisada,1.0
Monjo,-1.0
suspicious,-4.0
('Jogan-kyaku', 'Code'),0.0
('using', 'diesel'),0.0
('the', 'Precepts'),-3.0
('narratives', ')'),7.0
('Takano-gawa', 'River'),0.0
('any', 'two'),0.0
('a', 'karon'),1.0
('soybean', 'flour'),0.0
14,53.0
('INABATA', ')'),0.0
('Former', 'Han'),-2.0
MINGEI,0.0
('meaning', 'oracle'),-1.0
('military', 'clique'),-1.0
('storage', 'qualities'),0.0
('UESUGI', ','),0.0
('1334', '-'),1.0
('Michihira', 'KOGA'),0.0
810,1.0
('of', 'Funai-gun'),0.0
('red-colored', 'wide'),-2.0
lasts,-1.0
('Nara', 'City'),-21.0
('visiting', 'state'),-1.0
('Ebumi-toge', 'pass'),0.0
('Reizaburo', 'Productions'),-1.0
('those', 'high'),0.0
constitutes,-3.0
('Chuko', 'no'),0.0
ARIMA,2.0
('Takatomi', 'KYOGOKU'),4.0
(',', 'ceremonial'),0.0
Shocho,-5.0
('Mido', 'Kanpakuki'),1.0
('of', 'premium'),0.0
('Ittei', 'IWASA'),1.0
('Ado-gawa', 'River'),0.0
('ONO', '('),1.0
('(', 'Shishoku'),-1.0
Shinmon-ryu,-1.0
('reckoning', ')'),2.0
('(', 'Goddess'),-1.0
('brewing', 'in'),-2.0
('835', ')'),0.0
('the', 'Otenmon'),-4.0
('Chinese', 'legends'),0.0
('"', 'Shoryo'),-1.0
1853-April,0.0
('（', 'Syunkoden'),-2.0
classics,2.0
(')', 'celebration'),-1.0
('Shigehide', 'SHIMAZU'),2.0
('Yosotarashihime', 'was'),2.0
('Kyoogokoku-ji', 'Temple'),0.0
('Morikuni', '('),3.0
('Senro', 'KAWAI'),1.0
Yamanouchi-Uesugi,5.0
(',', 'etc'),-8.0
('lees', '.'),-1.0
Taka-gari,0.0
Blossoms,1.0
('souls', 'whose'),0.0
Shakyo,0.0
('book', 'Rikkokushi'),-2.0
('in', 'Fukakusa-ichinotsubo-cho'),0.0
('community', 'in'),-1.0
Ichiza,0.0
('to', 'secure'),0.0
('traditional', 'game'),-3.0
('temples', 'from'),-1.0
('foot', 'soldiers'),-5.0
forty-sixth,1.0
Jodo-kyo,-3.0
Reizei,18.0
('"', 'Kokon'),0.0
('between', 'Otsu'),0.0
('including', 'factories'),-2.0
('Uchino', ','),-1.0
('on', 'without'),0.0
Setsu,-2.0
Magohashi-dori,0.0
('festival', 'at'),0.0
('Japan', 'history'),-2.0
('appointing', 'authority'),0.0
Sukenori,0.0
('ninth', 'lord'),6.0
('transport', ','),0.0
(')', 'after'),-5.0
('Kosho', ','),2.0
('which', 'developed'),4.0
23.5,0.0
Tokinoriki,1.0
('shintaku', '('),-3.0
('Sangege', 'is'),-1.0
('(', 'parallel'),3.0
('Seimei-jinja', 'Shrine'),0.0
('in', 'Anshu-sajiki-cho'),0.0
sites,-2.0
('Kyoto', 'National'),0.0
('author', ')'),1.0
('Gon', 'Dainagon'),0.0
Hanpi,-1.0
('reforming', 'Kabuki'),-5.0
YAMASHIROBE,1.0
('collective', 'petition'),2.0
('Gokeshidai', '"'),-1.0
('statue', '.'),0.0
('Juichimen', 'Kannon'),0.0
KOREHARU,2.0
('Scala-za', ')'),0.0
('through', 'understanding'),-4.0
('of', 'Nobunaga'),5.0
('Kaiseki', 'NORO'),2.0
('(', 'Twelve'),0.0
('to', 'enshrining'),0.0
('Village', 'was'),0.0
Uona,1.0
('(', '10-yen'),0.0
('as', 'Myojin'),-1.0
('tomb', 'mounds'),0.0
('Tamehide', 'REIZEI'),0.0
hikiya,0.0
('and', 'trials'),-1.0
('the', 'Gathering'),0.0
('Motosada', 'JIMYOIN'),1.0
('Sugiyama-jo', 'Castle'),0.0
('sardines', 'whose'),0.0
('mostly', 'after'),-3.0
('fish', 'guts'),-1.0
('between', 'Shiga'),-2.0
('Tanemichi', 'AOYAMA'),1.0
('religious', 'institution'),0.0
('sword', 'during'),2.0
('revered', 'in'),0.0
goshouguruma,0.0
('ryo', '('),-1.0
('the', 'Second'),5.0
('twelve-layer', 'robe'),-1.0
('worship', ')'),-4.0
('wataboshi', '('),0.0
Nobukiko,0.0
('the', 'policy'),-5.0
('"', 'Sumoru-tera'),-1.0
('trickery', '.'),-1.0
flint,-4.0
Mustard,0.0
east,-17.0
('pine', 'and'),0.0
('of', 'grass'),0.0
('rebellion', ','),0.0
keisatsukanri,-3.0
('name', 'was'),6.0
horses,0.0
('jusshoku', '('),0.0
('of', 'capitals'),0.0
('Tsunamoto', 'ONINIWA'),1.0
('MAKUWARI', '('),0.0
chigyo-chi,0.0
knitting,0.0
('death', 'to'),-1.0
('Nantan', 'is'),0.0
('SHIDA', 'clan'),0.0
('Festival', 'of'),-1.0
separate,6.0
('"', 'Reizeiha'),2.0
('Junyu', '('),0.0
('no', 'Kintada'),0.0
Oyatsu-hime,-1.0
('offered', 'at'),-2.0
UEMATSU,0.0
('emerged', 'during'),0.0
('of', 'Universities'),-1.0
('within', 'the'),-26.0
('funeral', 'which'),4.0
Tadasaburo,0.0
('along', 'the'),-4.0
("'s", 'Secrets'),-6.0
('assistance', ')'),-2.0
('in', 'Utsushiyo'),-1.0
('Kawase-mai-rei', 'Law'),-1.0
('Jisshiki', '('),4.0
('first', 'salted'),0.0
Shiai,-2.0
('extolled', 'by'),-1.0
('who', 'studied'),7.0
('kanrei', ')'),-2.0
('of', 'TAIRA'),1.0
('Nimame', '('),0.0
1141,2.0
('interpreter', '('),0.0
('a', 'middle-ranking'),1.0
('848', '-'),0.0
('distilled', 'alcohol'),0.0
('Enkei', 'Ryokyo'),2.0
('"', 'Buson'),-3.0
('Shirine', 'is'),-1.0
('gissha', '('),-4.0
invite,0.0
('Ikusaka', 'Domain'),0.0
('Councillor', ','),-4.0
('1612', ')'),1.0
('image', 'in'),-1.0
('no', 'Akihira'),0.0
