tok,count
"Kyoka",2
"Gikyoku",1
"Jusshu",3
"Sadanji",2
"ICHIKAWA",14
"Takashimaya",1
"Chushojima",2
"Kigenji",1
"IGUCHI",2
"Azumino",2
"Nagano",11
"Kenseigijuku",1
"Minosuk",1
"BANDO",8
"Prize",5
"categori",13
"Arts",5
"Philosophi",1
"prize",2
"award",8
"philosoph",12
"outstand",4
"Itoku",3
"extinct",5
"otsuzumi-kata",2
"townsman",1
"1829",11
"Chokushisho",1
"extra",4
"statutori",5
"Hatsuuri",1
"retail",2
"Kannonsho-ji",1
"Azuchi-cho",4
"Gamo",9
"Taigaiko",1
"concept",26
"extern",4
"diplomaci",3
"deni",2
"cooper",1
"defus",1
"crisi",1
"Kanroku",1
"Motomichi",3
"yoshihisa",7
"koke",4
"1739",4
"1813",7
"Ryonoshug",1
"yoro",2
"Baisong",1
"ujichoja",1
"Kijoshu",1
"uniqu",13
"thick",5
"Zaike-yaku",1
"per",4
"zaik",1
"Kamikoma",2
"Kita-Nodashiba",1
"KOSOHE",1
"Okuchi",2
"Toren",1
"1471",6
"yuba",2
"KUSU",1
"Iwate",2
"Buyaku",1
"alloc",2
"Nobutaka",7
"KONPARU",5
"Konparu",5
"Kunaikyo",2
"Gotoba",4
"Gotobanoin",1
"court-ladi",1
"Shinkokin",2
"Poetri",14
"Jogan-shiki",1
"Chang",6
"say",4
"interrupt",1
"Chikkin",2
"yosaburo",2
"TAMURA",5
"Numazu",1
"Shizuoka",4
"Seiri-rei",1
"Nakasendai",1
"1335",10
"Tokiyuki",2
"bereav",1
"shikken",1
"yorishig",2
"SUWA",2
"restor",11
"Oyatsu-him",1
"大屋都比賣神",1
"大屋津姫命",1
"1385",3
"yoshiyori",1
"1048",2
"Asateru",1
"Asamitsu",1
"951",4
"Hokyo-ji",1
"Amamonzeki-ji",1
"NDL",2
"Terauk",3
"convert",3
"Myobo",5
"kanmon",2
"Myobo-k",1
"Myobodo",2
"respond",1
"Rankei",1
"Doryu",1
"1213",4
"Daikaku-ha",1
"Nobukimi",1
"ANAyAMA",2
"Baisetsu",1
"Kugyo-bunin",1
"directori",3
"personnel",3
"Kaiseigakari",1
"Minbusho",5
"Popular",7
"Sozaburo",1
"朝臣",1
"honorari",6
"Hoto",1
"cylindr",1
"octagon",4
"toshin",1
"sorin",1
"metal",5
"pinnacl",2
"BiVi",1
"four-stori",1
"yard",1
"entranc",13
"KAMIyA",1
"1551",8
"Shichidayu",1
"KITA",3
"farc",16
"cycl",17
"Jogon-in",2
"twenty-six",3
"Martyr",1
"Chazan",1
"1748",6
"Uiro",1
"sweeten",9
"Rokujo-dori",2
"Koga-no-sato",1
"Ninjutsu-mura",1
"Koga",16
"Oki",1
"Koka-cho",1
"yoshihiro",8
"Hatakeyama",2
"1437",2
"1491",4
"SHO",4
"Tai",2
"Sho",16
"Ryu",1
"Jinki",1
"pinyin",2
"Liú",1
"Rénguĭ",1
"602-March",1
"685",2
"Heiroku",1
"Gunemon",1
"Tomofusa",1
"Asano",2
"Ako",13
"Eikichi",1
"WAKATA",1
"1851",7
"troop",19
"squad",2
"ichibuntai",1
"Hakod",10
"focus",4
"Hashinosuk",1
"Chonen",2
"938",2
"1016",5
"Sakimori-no-uta",1
"Sakimori",2
"deploy",2
"Kaishin",4
"Era",9
"Sesson",2
"ca",17
"1504-1589",1
"suiboku",1
"ink-wash",2
"Shigekuni",1
"SHIBUyA",3
"Totsukawa",2
"Genyu",2
"naishi",2
"Asuka-mura",8
"Masai",5
"1505",4
"Otokuni-dera",1
"Nagaokakyo",7
"Jizo-ji",1
"Katsura",9
"Written",1
"oraimono",1
"Teikin",2
"Orai",1
"copybook",2
"reader",2
"Konnyaku",1
"Amorphophallus",1
"konjac",1
"herb",5
"Aracea",1
"bulb",1
"Tsurezuregusa",1
"Kenko",2
"yOSHIDA",17
"Kaneyoshi",3
"URABE",3
"Dream",1
"Kyoto-go",4
"overnight",1
"inter-c",1
"Dream-go",1
"Kinugasa-Utano-sen",1
"183",1
"mae",2
"Intersect",3
"Fukuoji",1
"花山院",1
"家定",1
"Nobuhid",4
"yoshisada",5
"NITTA",8
"Kichib",1
"OKUMURA",1
"Taga",1
"Steam",2
"Locomot",2
"SL",2
"Binmanji",1
"Taga-cho",2
"Inukami-gun",1
"Nagoya",3
"Nakamura",1
"Namba",1
"Naniwa",4
"Daidairi",3
"Kazoku",1
"1947",8
"Kinmochi",3
"1940",6
"yuzensai",2
"Dure",4
"Sanjo-dono",1
"Resid",2
"1-cho",1
"2-cho",1
"3-jo",1
"3-bo",1
"left-sid",1
"Nijo-oji",1
"Nishino",1
"Toin-oji",1
"Sanefumi",1
"KAWABATA",6
"Kogo-ishi",1
"kogo-ishi",1
"becaus",13
"shoki",2
"Zoku",5
"sequel",2
"identifi",2
"Gobugyo",3
"magistr",10
"commission",3
"Administr",11
"Sorai",3
"OGyU",3
"1666",5
"1728",4
"philologist",1
"1022-October",1
"1094",4
"yorinori",3
"Nichisei",1
"Kankeishi",2
"Nissei",1
"Torataro",2
"yOSHIMURA",4
"royalist",2
"Tokisuk",1
"illegitim",3
"Tokiyori",3
"Minamikata",1
"Chazuk",1
"pour",4
"Tsutsuji",1
"azalea",1
"Matsuri",10
"Miyakokoryu",1
"ikebana",2
"kado",2
"Kuhyodo",1
"Hitoami",1
"ISOGAI",2
"Jiro",4
"UTSUMI",1
"Kawago",4
"Reizeiin",1
"Kyugoro",1
"JINMAKU",1
"912-ca",1
"991",5
"Koremasa",1
"WADA",9
"Kinkazu",1
"1733",11
"Rakugo",3
"Kunizan",1
"1069",2
"1111",5
"Chokusenshu",2
"Kakua",1
"Nagataka",2
"MORI",20
"1582",23
"bodyguard",2
"Okina",1
"yoritan",2
"1239",7
"1275",5
"Itsuun",1
"KINOSHITA",7
"nanga",3
"Nanga",2
"Masatsuna",2
"1346",4
"Shuto",1
"skipjack",1
"tuna",1
"Shinnyo",2
"Internet",1
"Sanpai",2
"websit",1
"Scenic",5
"Torokko",5
"tram",1
"Sight-se",1
"Tram",4
"util",4
"San-in",3
"Ranteijo",1
"Wang",4
"Xi-Zhi",1
"Sukemasa",1
"Hamamatsu",2
"Totomi",2
"Kawarak",1
"Nage",1
"throw",4
"sunbak",1
"earthen",5
"cup",3
"Tsuguo",1
"IESATO",1
"Mibu-Roshigumi",4
"Kyusei",2
"gakko",2
"Higher",2
"Order",4
"1950",8
"bunjin",2
"abil",1
"Sadashig",1
"KAWAGOE",3
"yakata",4
"Iruma",2
"District",21
"Kanagamisaki",1
"Soku",1
"OGA",1
"-1630",1
"Sasaki-jinja",1
"933",1
"commemor",5
"Noburu",1
"KANAI",1
"economist",3
"Social",3
"Polici",2
"Nobunao",2
"Kichiya",2
"musubi",1
"747",2
"805",3
"medium",13
"Haruko",1
"Tamuramaro",6
"Jun",2
"FUKUDA",1
"2000",6
"Morotsura",1
"working-level",1
"FUMI",3
"Jokaku",2
"Sanekata",3
"999",4
"Mikisaburo",1
"Ninth",3
"Unit",4
"Shido",1
"KIFUMI",1
"Dangiku",1
"jiji",2
"Kikukichi",1
"slang",1
"jargon",3
"Chikusen",1
"kiyomizu-war",2
"Sanjo-wasan",1
"Jodo-wasan",1
"hymn",4
"Koso-wasan",1
"Shozomatsu-wasan",1
"Nichiga",1
"Hokkeshu",2
"Ryuson",1
"706-June",1
"760",4
"Tsunemoto",2
"1520",3
"Seisuk",1
"OGAWA",9
"stonemason",1
"Izu",7
"Daishogun",2
"Hamanari",3
"790",6
"Ikura",1
"salmon",3
"roe",4
"Peerag",1
"return",10
"circumst",1
"Shinkoku",1
"God",12
"Takanori",4
"1853",9
"eigth",1
"Naoyoshi",3
"SHINJO",1
"Jinenmaro",1
"gagaku",27
"Masatsugu",2
"Takakura-rikkyo",1
"overpass",1
"HARUSUMI",2
"Amaneiko",1
"nyokan",3
"Shua",1
"1377",3
"renga",11
"linked-vers",5
"Takauji",7
"Sadaakira",1
"SUGANUMA",3
"Gashi",1
"910",6
"10th",14
"60th",1
"Kokujin-ryoshu",1
"--",2
"should",8
"comprehend",1
"kokujin-ryoshu",1
"Mitsuosa",1
"IRAKO",2
"1823-Septemb",1
"fear",1
"awe",3
"Kume-dera",1
"Koho-an",1
"Kishima",1
"MAEBA",1
"Squad",1
"yasuzumi",1
"Tatsuno",6
"Tadakag",1
"SHIMAZU",17
"Kaya",4
"Tetsudo",3
"yamada",3
"Nodagawa",2
"yosano",2
"yosa",5
"Hyaku-do",1
"mairi",3
"hundred-fold",1
"Ojin",3
"201-March",1
"310",3
"fifteenth",8
"270",1
"Junen",1
"manner",15
"chant",10
"homag",2
"Sanemi",2
"1264",2
"Mihotsu-him",1
"Kihachi",1
"OKAMOTO",5
"2005",5
"Nagahama",20
"Hachimangu",4
"Isatsu-gawa",1
"B",1
"Keishitsu",1
"Shizuko",3
"NOGI",6
"1859-Septemb",1
"Maresuk",3
"Goi",3
"Koyo",4
"OZAKI",4
"Furofuki",1
"simmer",6
"Tadahid",1
"1640",11
"yasuto",2
"HIROSAWA",2
"Fukushima",5
"TAMAKI",2
"Aki",3
"Mitsutada",2
"Nanakuchi",2
"Entranc",1
"Kawabata-dori",2
"Horin-ji",2
"Tekona",1
"Mama",1
"Katsushika",1
"Ichikawa",6
"Kinhiko",1
"1506",2
"Accord",8
"Ioto",1
"miya",8
"Heian-jingu",3
"chisen",1
"kaiyu",1
"pond",2
"Settan-kaido",1
"Muro",2
"746",2
"IOI",1
"Kujira",1
"Tsunohanzo",1
"Gazu",6
"Illustrat",7
"Katsutaro",2
"HITOMI",1
"Toiya",1
"Tonya",1
"wholesal",3
"agent",5
"Isonokamib",3
"Chikayo",1
"Birth",2
"1418",3
"Guardian",2
"Feudal",2
"Takachika",1
"1046",2
"MIWA",3
"Fumiya",1
"Kokyu",5
"junishi",2
"宮人",1
"kunin",1
"kyujin",1
"prescrib",3
"Zaichi",1
"ryoshu",3
"Ogasawara-ryu",1
"equestrian",2
"kisha",1
"尺",1
"yuzuyu",1
"citrus",2
"dilut",1
"flavor",15
"Tonan",1
"Gosai",1
"111th",1
"yuzen",1
"dye",5
"Hirofusa",5
"1686",3
"Miyak",14
"Tadatsun",3
"1173",7
"1229",1
"Azechi",1
"Inspector",1
"Hidemasa",2
"HORI",6
"Sadanobu",3
"1088",3
"Keep",1
"Dispos",1
"Okura-sho",1
"Treasuri",6
"jinya",2
"chushingura",1
"Shin-kabuki",1
"Seika",5
"MAyAMA",1
"Genpachi",1
"Goryosho",1
"ryosho",1
"Kamimusubi",1
"Kamimusuhi",1
"Kamumusubi",1
"Ensho",2
"880",2
"964",4
"Josai",1
"KONO",5
"1742-March",1
"Confusian",1
"Nagasa",1
"kokuzo",11
"yamanouchi-Uesugi",3
"1971",5
"LOVE",1
"JUNX",1
"Honinbo",5
"Shuei",3
"Hanayorimo",1
"Hananogotoku",1
"More",1
"Flower-lik",1
"Than",1
"Flower",3
"dance-drama",4
"Minako",1
"NARITA",2
"Fujiidera",1
"Hasamiyama",1
"Remain",3
"compound",3
"relic",2
"Paleolith",3
"Nyoirin-ji",1
"Jodoshu",3
"Uchitachi",1
"budo",3
"fenc",8
"Hassaku",1
"hachigatsu",1
"sakujitsu",1
"In-no-hyojo",1
"presid",7
"post-retir",1
"Fujiuji",1
"Shigekan",1
"October14",1
"Takechimaro",1
"3rd",8
"706",3
"Fuyo",2
"1784",7
"tenkoku",5
"seal-engrav",2
"Kasetsu",1
"Gohei",2
"heihaku",2
"clip",1
"zigzag",2
"heigushi",1
"yOKOyAMA",2
"indign",1
"Port",6
"key",4
"Kuse-gun",4
"Takafusa",3
"1617",14
"goe",2
"interact",2
"Contin",2
"Shinsatsu",1
"gofu",1
"talisman",2
"yoshihid",3
"ROKKAKU",14
"1532-1569",1
"Kinteki",1
"close-rang",1
"Rule",7
"All",5
"Nippon",3
"Kyudo",5
"Sakekasu",1
"solid",4
"substanc",3
"mash",5
"Kinsada",1
"1340",2
"1399",2
"Tochi",3
"Himemiko",9
"653",2
"Some",2
"648",5
"678",2
"Mother",3
"Nukata",2
"Oji",4
"Kobun",4
"Zokumyojyuho",1
"heirloom",1
"aton",1
"Chigi",2
"Sadamitsu",1
"USUI",1
"954-1021",1
"purif",5
"calam",2
"Ondo",1
"Legal",1
"read",29
"aloud",1
"Sobuji-rei",1
"duel",2
"Go-Ichijo",1
"1008",5
"1036",3
"sixty-eighth",2
"Koremori",1
"Agon",5
"everi",26
"Rite",1
"Omine-cho",1
"Kita-kazan",1
"Katsujo-gun",1
"Katsuge-gun",1
"Hine-gun",1
"Omandokoro",1
"kanji",19
"阿部氏",1
"安倍氏",1
"Kawara-dera",1
"Takaichi",6
"Sekizoku",1
"yajiri",1
"arrowhead",2
"鏃",1
"矢尻",1
"Naginataboko-cho",1
"Shijo-dori",6
"Higashi-iru",3
"Tomo",3
"deem",1
"shochumimai",1
"acquaint",2
"mid-summ",1
"Fusafuyu",1
"1489",3
"1541",3
"Kyo-yashiki",1
"Hantei",1
"maintain",11
"Itama",1
"ryotei",1
"Ryoshi",1
"seventy-seventh",1
"Goshirakawa",8
"Buei",1
"Sodo",5
"1465",3
"Express",5
"daytim",3
"Oyamasaki-cho",1
"Otokuni",1
"Takatsuki",5
"Naruto",2
"Maesaka",1
"Pass",16
"Shoku",9
"Kichizo",1
"WAKAyAGI",2
"Soke",6
"Wakayagi",2
"Shozo",3
"KAWASAKI",3
"Ikezuki",1
"生食",1
"fine",7
"Misawa",1
"Misawa-shi",1
"Misawa-uji",1
"estat",17
"steward",4
"Iijima",1
"Shinano-Genji",1
"Gunbu",1
"Daijin",2
"Geneki",1
"Bukan",1
"Officer",1
"Active-duti",1
"Teruko",3
"Motoharu",2
"KAGAWA",5
"Kagawa",4
"mimawarigumi",2
"Nikyo",1
"abort",1
"d",4
"etat",3
"Michiteru",1
"OTAGI",1
"joi-ha",1
"expuls",5
"overthrow",8
"Okutsuki",1
"Gyoku",1
"Takatsuji-dori",1
"Kasaidono",1
"1233",5
"1449",3
"Kusakab",2
"662-May",1
"689",1
"Temmu",2
"Uno",1
"Sarara",1
"Jonen-ji",1
"Kyoen",3
"Kankan",1
"mokkan",1
"messag",3
"Former",4
"Later",6
"discov",2
"Hosui",1
"Ejin",1
"Banner",1
"Inner",6
"Mongolia",1
"northeastern",5
"Jiuquan",1
"Gansu",1
"Datsua-shiso",1
"yukichi",4
"FUKUZAWA",4
"departur",1
"Sinocentr",1
"Teisuk",2
"AKIyAMA",2
"Nyubachibo",1
"mortar",3
"bowl-shap",1
"bonz",2
"transmut",2
"disk",1
"cymbal",1
"Shibaraku",1
"juhachiban",1
"Rekki",1
"bigger",1
"pebbl",1
"HINO",15
"Kenshun",1
"962",2
"unclear",5
"Omigyu",1
"wagyu",1
"beef",7
"grown",4
"Seizo",1
"1927",10
"Waki-kata",1
"Ishikiat",1
"reinforc",2
"seam",3
"apart",2
"wearer",3
"hip",1
"Kukuchi-jo",1
"Kikuchi-jo",1
"mountaintop",4
"Korean-typ",1
"Sarumaru-jinja",1
"Ujitawara-cho",2
"Tsuzuki-gun",5
"SHIGENO",2
"Sadanushi",1
"785",5
"852",4
"Zuko",1
"cleans",1
"impur",1
"Buri",2
"heritag",3
"Tomoyasu",3
"977",5
"Oshima-bon",1
"Tajima",2
"708",5
"Bunshichi",1
"Mottoi",1
"Encho",2
"Sanyutei",1
"human-interest",1
"rakugo",10
"tell",5
"Nobusu",2
"1713",7
"Oshibori",1
"wet",4
"towel",2
"wipe",1
"Manaita",2
"Devil",2
"Chop",1
"Board",5
"Setchin",2
"Toilet",1
"Noguchi",1
"Hirata",6
"Oni-no",1
"loyalti",1
"Tomoyuki",1
"1290",7
"1332",8
"Niwabi",1
"kagura",8
"Jisharyo",1
"classif",10
"fief",7
"Kiyosuk",1
"1104",3
"1177",8
"1840-June",1
"Priest-Imperi",2
"Kakusho",1
"1169",4
"Antoku",1
"eighty-first",1
"Sanjojin",2
"Mihashira",1
"menokami",1
"Munakata-taisha",3
"Fukuoka",16
"Narimichi",1
"Kanetsugu",3
"1208",2
"Wonder",1
"wonder",1
"aiuchi",1
"hit",3
"strike",5
"kendo",2
"1163",7
"1244",5
"Monm",1
"Queen",4
"Kyogi",2
"Karuta",5
"karuta",3
"match",2
"Hyakunin",6
"Isshu",5
"All-Japan",2
"Meijin-sen",2
"tournament",4
"Queen-sen",2
"champion",5
"preliminari",3
"beat",3
"previous",10
"Nagazumi",1
"Tokihira",1
"871",2
"909",3
"Dohachi",2
"Moronao",2
"Eboshi",1
"headwear",2
"adult",6
"wore",2
"attir",5
"qing",1
"Sannin",1
"Kichisa",1
"Kuruwa",2
"Hatsugai",1
"Sightse",3
"Gofun",1
"pigment",2
"1627-August",1
"1658",9
"yokoku-ji",1
"Seizan",4
"earthquak",2
"39",1
"pm",1
"Aritomi",1
"Akitomi",1
"KADENOKOJI",1
"KAGEyUKOJI",1
"1490-Septemb",1
"onmyoji",1
"WAKATSUKI",1
"Kigo",2
"kidai",2
"topic",1
"kigo",1
"Nariai-ji",1
"chromat",1
"twelv",10
"averag",1
"pitch",1
"tenshu",1
"yagura",5
"hei",1
"umaya",1
"ishigaki",1
"dorui",2
"earthwork",1
"hori",1
"Hokyo-in",1
"Kaneyori",1
"HAGIWARA",1
"Shintoist",8
"Daubutsu-yo",1
"Kiminosuk",1
"KAMEI",2
"anniversari",9
"Kagetsuna",1
"Jichi",2
"Jitsu",1
"Heian-period",5
"Koden",6
"deed",1
"Saijin",1
"signifi",1
"Miwa-cho",2
"Amata-gun",1
"Hataraki-goto",1
"shosa",3
"ideograph",1
"represent",1
"Noh-hayashi",1
"percuss",7
"ensembl",3
"Shichimi",1
"togarashi",1
"chili",2
"blend",2
"spice",4
"Machiya",3
"Nozuchi",1
"Masakuni",4
"shoshidai",3
"Fuguruma-yobi",1
"drawn",8
"marqui",1
"marquess",1
"Vocat",5
"Train",2
"Agricultur",2
"Forestri",1
"Takakuni",5
"Kenminsen",1
"total",9
"eighty-four",1
"1547",3
"Nichi-M",1
"Kango",2
"Kunichika",1
"TOyOHARA",1
"Koshogatsu",1
"mochi",10
"hi",4
"Enjaku",1
"JITSUKAWA",2
"yAMABE",1
"AKAHITO",1
"Goro",3
"Ski",4
"Tower",2
"Taishu",1
"Bungei",1
"ceas",3
"Shinkai",6
"Teiki",3
"Bon",7
"mahaasthaamapraapta",1
"kikuzak",1
"chrysanthemum",4
"bloom",2
"steep",3
"Chrysanthemum",6
"Choyo",3
"sekku",3
"Kiku",2
"Ibaraki",4
"Doji",3
"oni",4
"creatur",5
"rampag",1
"lair",1
"Oe",11
"Megumi",2
"Wago",1
"Torikumi",1
"Shikibunden",1
"Kisaburo",2
"ONOGAWA",1
"1758",8
"1806",5
"Tournament",1
"Ensho-ji",2
"Kinkag",1
"Nose",2
"ASAJI",1
"1894-Februari",1
"1955",4
"Noriyasu",1
"arm",14
"Takayuki",2
"1678",4
"1723",7
"northeast",4
"Roro",1
"SAKATANI",1
"Goho-sei",1
"Tenji",2
"Sanetomo",4
"yawata-maki",1
"Ubataisha",1
"Ganshog",1
"Bussetu",1
"Immeasur",2
"Life",3
"Seshin",1
"Bodhiruci",1
"Wei",5
"Aioi",1
"jishi",3
"Tatsuta-go",1
"Seisuisho",1
"Shinnen",1
"Enkai",1
"Shibajaku",1
"Kokin",14
"Nikenchaya",1
"Nijo-dori",1
"Himorogi",2
"Taneharu",1
"KUTSUKI",13
"Bodai-moto",1
"moto",2
"moro-haku",3
"soboshu",2
"Shoryaku-ji",1
"Bodai",2
"Tokiwainomiya",6
"Mataakira",1
"1522",4
"Fuki",1
"yose",2
"storytel",12
"Kyudojo",1
"dojo",2
"Soja",1
"Ainomachi-dori",1
"AD",5
"694",1
"Shigemori",2
"Sugan",1
"856-Novemb",1
"908",3
"Kira",1
"prestigi",5
"notabl",5
"descent",4
"Kyoku",1
"Shonyo",1
"1516",4
"Kenzo",3
"450",2
"487",2
"twenty-third",1
"Harimanokuni",1
"Geographi",1
"485",1
"Shinshicho",1
"Tide",1
"magazin",2
"Suzaku",4
"Shujaku",1
"Pinyin",1
"Bird",1
"Republ",13
"Beast",1
"Phenomena",1
"Kiyonori",1
"KONAKAMURA",1
"1895",16
"Tomokata",2
"1802",6
"Hikozaburo",1
"SHIBATA",6
"lowli",1
"Awashima",1
"Rodo",2
"Kumiai",1
"Kiseikai",1
"union",3
"Hikime-kagibana",1
"typolog",1
"styliz",1
"eye",3
"nose",3
"yamato-",3
"fuzokuga",1
"Takeyamachi-dori",1
"Kanoha",1
"gaha",1
"KOREMUNE",4
"Hirokoto",1
"1172",4
"1187",5
"Hata",6
"Kaedemaro",1
"723",5
"776",1
"Soen-kei",2
"Shijio-ohashi",1
"Nagashino",3
"1575",7
"alli",4
"38,000",1
"Katsuyori",3
"15,000",1
"Nagashino-jo",1
"Mikawa",6
"Shinshiro",1
"proclam",3
"1149",4
"Ennei",1
"2008",2
"Takakag",6
"Gokenin",6
"Masahira",3
"952",1
"1012",2
"INBE",3
"Hironari",3
"esp.",5
"Eisho",2
"kanrei",6
"Saisho",2
"Jotai",2
"Hachijoin-ryo",1
"yoshiyo",1
"900",4
"Sanehito",2
"1071",1
"1085",3
"Tonoi",1
"Kanshi",4
"Jiuta",2
"banjo-lik",1
"Hidenori",2
"Nirakuso",1
"Kozui",2
"22nd",1
"Rokko",1
"Doshisha",13
"Women",6
"Colleg",3
"Keikokushu",1
"827",3
"Shakaku",2
"Kakitsu",4
"Treati",14
"Sadamori",3
"SO",3
"Tsushima",8
"Hideji",1
"KAWASE",1
"1842",19
"Shomin",1
"differenti",2
"Nakamasa",1
"AKAI",1
"Katada",2
"Katata",2
"Gankei-ji",1
"yamashina-ku",5
"Kinnaga",1
"1353-Septemb",1
"Sanketsu",2
"greatest",2
"Toji",3
"Nishi-Kujo-Zaocho",1
"Kumihama",3
"Kumihama-cho",4
"872",4
"907",5
"Nyogo",4
"KIKUOKA",1
"Wayo",4
"yuko",3
"Sanekazu",2
"ABO",1
"ABU",1
"Shigoto-osam",1
"queen",4
"Jurojin",1
"Tao",1
"Daruma-ji",1
"Nanzen-ji",8
"Oji-machi",1
"Kita-katsuragi",1
"Manchuria",2
"Correct",1
"Qing",9
"Beij",3
"Seibyobo",1
"crop",8
"actual",15
"Nenryososhomai",1
"shomai",2
"mill",2
"determin",3
"1656",3
"1697",3
"OSAWA",1
"Koke-Hatamoto",1
"Kudaranokonikishi",1
"Zenko",2
"Giji",1
"Ingubunkokusei",1
"recommend",2
"profit",3
"salari",3
"Nagao-jinja",2
"Juichimen",1
"ekadaza",1
"mukha",1
"Misogihara",1
"misogi",2
"hara",2
"exorc",2
"relationship",15
"Kuretak",1
"dai",1
"Wu",2
"Liter",3
"Limpid",5
"Cool",6
"summer",13
"Uitta",1
"Tousui",1
"NAKARAI",1
"Shodo",4
"creativ",2
"Shigai",1
"Ito",3
"Kutsu",1
"Shiai",1
"silk",13
"underag",1
"Dobu",1
"Warawamai",1
"Danc",5
"maiden",8
"Fukusuk",1
"Utaemon",4
"Tokugen-in",1
"Maibara",6
"Bonsai",1
"pot",13
"foliag",1
"bark",4
"trunk",3
"root",5
"hobbi",2
"Kanemitsu",3
"1146",5
"Shotoin",1
"Naganori",4
"ASANO",4
"Daijokancho",1
"sogo",1
"Keisai",1
"DAIMATSU",1
"tsuchi",1
"tsuchi-ikki",1
"do-ikki",1
"appeal",3
"Taiwan",14
"Sotoku-fu",1
"臺灣總督府",1
"cede",2
"Minab",1
"council",10
"elder",13
"AKAMATSU",5
"Akamatsu",2
"Onmyoryo",5
"bureaus",2
"Nakatsukasasho",10
"Central",16
"Naikaku-kansei",1
"broadest",1
"while",24
"135",1
"Higashi-yoshino",2
"Higashiyoshino-mura",1
"SANADA",3
"Tansen",1
"Middl",17
"Ages",10
"HEKI",4
"Michikata",2
"Masazan",4
"MIKAMI",2
"三上",1
"政実",1
"Mikami",3
"shoryo",6
"Iwai",3
"Kono",5
"Tsunenao",2
"Isendo",1
"Chogin",2
"transact",1
"Goryo-ma",1
"Kannonji-cho",1
"Zuryo",2
"受領",1
"terminolog",5
"namuamidabutsu",1
"Nobori-ishigaki",1
"fortifi",1
"defens",7
"peninsula",6
"Sawayanagi",1
"univers",7
"confront",2
"faculti",2
"Nagazan",3
"1075",2
"1133",3
"Tadamasa",5
"Stone",3
"Hosomi",1
"devot",7
"antiqu",3
"Tadakiyo",1
"BOMON",4
"Mikotonori",2
"mid-Asuka",1
"Kuromaro",4
"Kagami-ita",1
"wainscot",1
"Sanshi",3
"calcul",3
"Arinosuk",1
"MONAI",1
"Karumi",1
"ideal",4
"haikai",6
"Chayama",1
"Eiden",2
"Senju",2
"Mae",2
"Mirei",1
"1896-1975",1
"Kazuo",4
"aJapanes",1
"Kochi",6
"Komin",2
"Akiyori",1
"Kairyo",2
"1733-1817",1
"Chukai",1
"1227",7
"Nogi-jinja",2
"deifi",3
"Fukami-tog",1
"Hanetsuki",1
"1,300",3
"Holiday",2
"luck",5
"bandi",1
"fletch",1
"soapberri",1
"Hagoita",2
"battledor",2
"Oto",4
"鴨東線",1
"Oto-sen",1
"Demachiyanagi",3
"Nikon",1
"tokudo",1
"salvat",4
"listen",3
"Myohorenge-kyo",3
"Shinichi",2
"SHIMIZU",2
"Male",4
"1910-Januari",1
"Fujinomori-jinja",1
"Senyomonin",1
"1181",16
"Shuinchi",1
"Kokuinchi",1
"Ame",5
"Murakumo",4
"Tsurugi",6
"Sword",3
"Assembl",3
"Cloud",5
"yasakani",2
"magatama",4
"comma-shap",1
"Sanshu",3
"Jingi",3
"Hoba-zushi",1
"Hida",6
"Chuno",1
"Kiso",2
"Hokucho",1
"Jimyo-in",3
"Ashikaga",9
"Gyoson",1
"1055",3
"Korekata",2
"KOJIMA",2
"1837-Juli",1
"Tametoki",1
"949",3
"1029",3
"typic",9
"Ichijo",10
"Hanten",1
"winter",14
"eighteenth",4
"Oiratsum",3
"Sukunamaro",4
"Otoiratsum",2
"Kuebiko",1
"Karako",2
"465",2
"Meishin",2
"Expressway",8
"Highway",6
"No.",5
"171",1
"Bypass",2
"BUNDO",1
"1878-Septemb",1
"1970",2
"Takumi",1
"Rankoku",1
"Genjo",2
"1653",5
"Super",1
"contemporari",2
"Ennosuk",6
"Annen",1
"841",1
"915",1
"Terutora",1
"Tonosho",1
"Joyo",11
"Shoen-ryoshu",1
"Choja",2
"chosha",1
"rich",5
"Naozumi",1
"He",5
"Konoefu",3
"Hyobukyo",4
"Dazai",4
"daini",1
"Assistant",2
"Governor-Gener",2
"Shosanmi",3
"Third",14
"Kanjo",4
"bugyo",8
"financ",8
"tenryo",4
"yoshitsuna",4
"Ryonin",1
"1073",6
"1132",3
"Jidaigeki-eiga",1
"Toyo",6
"Jiyuto",2
"Oriental",2
"Kentaro",2
"OI",1
"wing",3
"Tokichi",1
"TARUI",1
"Shakaito",2
"Kishichi",1
"KOKUBO",2
"Shogo",2
"ARAI",4
"Sangeg",1
"gemon",10
"taken",12
"Shijukegon",1
"Fugengyoganbon",1
"Fuchishu",1
"master-subordin",1
"Tohoku",6
"1320",3
"Renga",8
"1007",6
"Katsunari",1
"MIZUNO",3
"1651",9
"Kanbunden",1
"biographi",6
"Kidentai",1
"authent",3
"Kokushitai",1
"Sashiko",1
"needlework",1
"handcraft",1
"embroid",1
"geometr",2
"thread",11
"yukii",2
"Tokitsuna",2
"Tadamun",3
"1325",3
"yaheiji",1
"yUKI",10
"yukiyoshi",3
"NIKAIDO",13
"Higashi-Shiokojicho",1
"Keiun-kan",1
"guesthous",1
"Kunikyo",1
"Soraku",1
"Suzumushi",1
"Mitsuhira",3
"TOMOBAyASHI",1
"BANBAyASHI",1
"loyal",4
"3.03",1
"meter",14
